ID,Still Exists,In English,Sarcasm,Additional Comments,Antisemitism Rating,Disagree With,Sentiment Rating,Calling Out,Is About the Holocaust,IHRA Section
1104785684232105985,True,True,False,No comments.,1,False,4,True,False,13
1164016760753938433,True,True,False,Tweet author is Jewish.,1,False,3,True,False,13
1177557731462516736,True,True,False,No comments.,1,False,5,False,False,13
1112366100065517568,True,True,False,No comments.,4,False,2,False,True,12
1165256527793360896,True,True,False,Published by Auschwitz museum.,1,False,5,True,True,13
1132652292304457729,True,True,False,No comments.,2,False,4,True,True,13
1152799340886417408,True,True,False,Tweet critical of Muslims.,2,False,4,True,False,13
1117440396433354752,True,True,False,No comments.,2,False,4,True,False,13
1203248600958062594,True,True,False,No comments.,1,False,4,False,True,13
1180278532007747584,False,True,False,Tweet not shown.,3,False,3,False,False,13
1103670187918835718,True,True,False,3.1.9 also applicable.,4,False,1,False,False,10
1180419786133704704,True,True,False,No comments.,1,False,5,False,True,13
1132361778053156864,True,True,False,No comments.,1,False,4,True,True,13
1192126138073657344,True,True,False,James Baldwin had a controversial relationship with Jews but outside clip's purview/context..,2,False,4,False,True,13
1082748559345270785,True,True,False,Tweet author is a pro-Israel Chabad member. Neturei Karta does not recognize Israel as a Jewish state.,1,False,5,True,False,13
1124398506867736576,True,True,False,No comments.,2,False,4,True,False,13
1177060141889441793,True,True,False,No comments.,1,False,4,True,False,13
1123787141740421120,True,True,False,No comments.,1,False,4,False,False,13
1163919300635348992,True,True,False,Soleded O'Brien's critique of alleged dual loyalty comments.,2,False,4,True,False,13
1086083179927072770,True,True,False,Jews are portrayed as victims.,2,False,3,False,False,13
1116365496985837570,True,True,True,"Mixed. Condemns Trump's comments about Jews. However, picture shows Jewish (presumably GOP supporters) dancing in idolatrous way before Trump. Resembles Golden Calf parable.",4,False,3,False,False,9
1128711024780238851,True,True,False,No comments.,2,False,4,True,False,13
1164142901942784000,True,True,False,No comments.,1,False,4,True,False,13
1153388586919763968,False,True,False,Inactive tweet.,3,False,3,False,False,13
1145056467835207682,True,True,False,No comments.,1,False,5,True,False,13
1095045656803139584,True,True,False,The organization publishing this tweet does not recognize the State of Israel (UK version of Neturei Karta).,2,False,4,False,False,13
1103362270833360897,True,True,False,No comments.,2,False,4,False,False,13
1196176714159796224,True,True,False,No comments.,1,False,4,True,False,13
1211294790580613120,True,True,False,No comments.,2,False,4,True,False,13
1103688981038985217,True,True,False,No comments.,2,False,4,True,False,13
1109170436078817282,True,True,False,No comments.,2,False,4,True,False,13
1189147053693255680,True,True,False,No comments.,5,False,1,False,False,9
1179108593364193280,True,True,False,No comments.,1,False,4,True,False,13
1174749164711948289,True,True,False,No comments.,2,False,4,False,False,13
1163454205190787073,True,True,False,No comments.,2,False,4,True,False,13
1164563408143863808,True,True,False,No comments.,1,False,4,False,False,13
1204606487999340544,False,True,False,Tweet not avaliable.,3,False,3,False,False,13
1086157625463496705,True,True,False,No comments.,5,False,2,False,False,7
1184284050833444864,True,True,False,No comments.,2,False,4,True,False,13
1106877920528793601,True,True,False,No comments.,5,False,3,False,False,11
1205452916573822976,True,True,False,No comments.,2,False,4,True,False,13
1123997289809313792,True,True,False,No comments.,2,False,4,False,True,13
1211249595453300741,True,True,False,No comments.,1,False,4,True,False,13
1089631985998401536,True,True,False,No comments.,2,False,4,False,True,13
1081956974240165888,False,True,False,Tweet not avaliable.,3,False,3,False,False,13
1161163770439356416,True,True,False,No comments.,2,False,4,False,False,13
1089095077337710592,True,True,False,No comments.,3,False,1,False,False,9
1165507070776528897,True,True,False,No comments.,2,False,4,False,False,13
1180271416391847936,True,True,False,Bot. Retweets parable.,3,False,2,False,False,13
1179428995865153536,True,True,False,No comments.,2,False,4,True,False,13
1208497535003844617,True,True,False,No comments.,4,False,4,False,False,6
1123871012746092545,True,True,False,No comments.,1,False,4,False,True,13
