ID,Sample ID,Still Exists,In English,Sarcasm,Additional Comments,User,Antisemitism Rating,Disagree With,Sentiment Rating,Calling Out,Calling Out Specific,Is About The Holocaust,IHRA Section
1277275915299573763,1,True,True,False,No comments.,knish758,1,True,3,True,False,False,13
1298313036743290881,2,True,True,False,Tough to figure out because of it relating to holocaust but the post struggles from it.,Ibutterfly34,1,True,3,True,False,True,5
1283965119240851463,3,True,True,False,Talks of how it is ironic there is a holocaust denier elected for office.,KattTrotter,2,True,3,False,True,True,13
1268568606880587778,4,True,True,False,Trying to have Jews help take action against racism in US.,sayamenswift,1,True,4,False,False,True,13
1269729597383421954,5,True,True,False,Jewish community support for the BLM movement.,BetigulCeylan,1,True,5,False,False,False,13
1282814830978760705,6,True,True,False,Shows how an NBA shirt can be customized to say beware of Jews.,mayhaps_so,3,False,2,False,False,False,0
1293619134077566977,7,True,True,False,This tweet confused me; Discusses Jews but do not understand if it is negative or positive,Sudharshan32,3,True,3,False,False,False,13
1278413185196965889,8,True,True,False,Isn't necessarily calling out antisemitism but saying that it has been happening before this year.,Howard_Lovy,4,False,2,False,False,False,1
1272112826887200771,9,True,True,False,No comments.,MdPuput,3,False,3,False,False,False,13
1286668048288624642,10,True,True,False,No comments.,EddieHenryJames,3,False,3,False,False,False,13
1291115457970405386,11,True,True,False,"Discusses how the Jewish community should help with every one, not just Jews.",C_plus_pianist,1,True,3,False,False,False,13
1282283832905994240,12,True,True,False,I am not quite sure what this tweet is trying to get at.,Tuckerfan3,3,True,3,False,False,False,2
1297626770154242051,13,True,True,False,No comments.,ChuckMaultsby,3,False,3,False,False,False,13
1300022096064520193,14,True,True,False,Uses statistics to fire back at this tweet.,BareMocking,2,False,4,False,True,False,3
1297584818729844741,15,True,True,False,Discusses how anti semitic comments should be held accountable.,anarchocopium,1,True,4,False,True,False,13
1275352186885562370,16,True,True,False,Denies any form of anti semitism,daringdrongo,4,False,2,False,False,False,7
1263582563437690888,17,True,True,False,Quotes hitler and is showing how trump supports an antisemite,BlackCheesebur1,4,False,2,False,False,False,9
1292505179363909634,18,True,True,False,"I cannot tell who ""they"" is in the tweet.",littledumb1diot,3,True,3,False,False,True,13
1286059956836343809,19,True,True,False,No comments.,MargueriteGyatt,2,True,3,True,True,False,13
1296858111521648640,20,True,True,False,No comments.,func_wall,4,False,2,False,False,False,2
1271107064673169408,21,True,True,False,Calls out for being antisemtic but caring about other equalities.,n00b_F26,1,True,4,False,True,False,13
1279045977064833025,22,True,True,False,Anti semetic but supports BLM.,Brittany3l,4,False,2,False,False,False,0
1270063227842461698,23,True,True,False,Points out how Ethiopian Jews are treated.,jlocklar,2,True,2,False,False,False,13
1298092209581899777,24,True,True,False,No comments.,RMCpost,2,True,3,False,False,False,13
1286321412974706688,25,True,True,False,"Jews are being singled out, as if they do not fall under other parts of society.",Skeletonbits,4,True,2,False,False,False,13
1278584820839448577,26,True,True,False,Standing up for Jewish community.,biy2c,1,True,4,False,False,False,13
1276908252274581506,27,True,True,False,No comments.,earoy12,2,False,3,False,True,False,11
1270848577355616256,28,True,True,False,No comments.,CyberK101,3,False,3,False,False,False,13
1277557030140641281,29,True,True,False,No comments.,melaniekmelvin,4,False,2,False,False,False,11
1284502280817897473,30,True,True,False,No comments.,LIGHTHOUSER5,4,True,3,False,False,False,13
1286786961542455298,31,True,True,False,Calls out twitters lack of awareness towards antisemitism.,joseph_gellman,1,True,3,True,False,False,13
1268851181767454721,32,True,True,False,No comments.,rat_59,2,False,2,False,False,True,4
1272921265586737152,33,True,True,False,No comments.,RachGary01,4,False,2,False,True,False,0
1272897280853630979,34,True,True,False,No comments.,jtf18james,3,True,2,False,False,False,13
1281181027478597634,35,True,True,False,No comments.,Ch_Rahul29,5,False,1,False,False,False,0
1291416524264222721,36,True,True,False,No comments.,AbsonJill,2,True,4,False,False,False,13
1287492121667211264,37,True,True,False,No comments.,katkin72,3,False,3,False,False,False,13
1266972453588340741,38,True,True,False,No comments.,waynepayn3,3,False,3,False,False,False,13
1256408042444390405,39,True,True,False,Talks of where the line is of antisemitism,coopertrooper_,2,False,3,False,False,False,11
1280329149689630722,40,True,True,False,No comments.,4NoARuin,3,False,3,False,False,False,13
1267810908815757314,41,True,True,False,No comments.,jephillel,2,True,3,False,False,False,13
1280582887037898757,42,True,True,False,No comments.,ForMedicare4all,4,False,2,False,False,True,4
1287619873015701504,43,True,True,False,No comments.,COLO_Native,1,False,3,False,False,True,10
1263521952364474368,44,True,True,False,Not sure what this means.,VikasBh12390011,3,True,3,False,False,False,13
1260223455749955587,45,True,True,False,No comments.,MPRnews,4,False,2,True,False,False,0
1266776541427630087,46,True,True,False,No comments.,Caren329,4,False,2,False,True,False,0
1267122652939943937,47,True,True,False,No comments.,AGHamilton29,2,False,2,True,False,False,0
1290959910138609664,48,True,True,False,No comments.,Busylunchwfrog,2,True,3,False,False,True,13
1272690549494091783,49,True,True,False,No comments.,practicedclown,4,False,2,True,False,False,0
1270230159426310147,50,True,True,False,No comments.,huntedviva,5,False,2,False,False,False,2
1273498575461285893,51,True,True,False,Calls out antisemitism,CoreDeplorable,2,True,3,True,False,False,13
1269813578653204481,52,True,True,False,No comments.,RealMexiNiggy,3,False,3,False,False,False,13
1288580413925896192,53,True,True,False,No comments.,dingos1946,5,False,3,False,False,False,10
1264018324335321090,54,True,True,False,holding double standard towards Jews,DreamWeaver61,2,True,3,True,True,False,13
1287777993235079172,55,True,True,False,No comments.,DashDanger_,1,True,4,False,False,False,13
1297936963954188288,56,True,True,False,No comments.,Angus2442,4,False,3,False,True,True,4
1272251124435890176,57,True,True,False,No comments.,JoyOnyejekwe4,2,True,3,True,True,False,13
1287529991589318657,58,True,True,False,No comments.,JustwritingOk,2,True,3,True,False,False,13
1277748745069887489,59,True,True,True,No comments.,ADUK2019,3,True,3,True,True,False,13
1268932963561025546,60,False,True,False,No comments.,ClubKma,3,False,3,False,False,False,13
1261266592907718656,61,True,True,False,just bible verse,dendanda_,3,True,3,False,False,False,13
1297289796851625984,62,True,True,False,No comments.,catrinawilamina,2,False,2,True,True,False,2
1290701697011130369,63,True,True,False,No comments.,littlestgremlin,2,False,3,True,True,False,9
1268677561892003841,64,False,True,False,No comments.,divr63,3,False,3,False,False,False,13
1264905733788717056,65,True,True,False,No comments.,Siddhan54984897,4,True,2,True,True,False,13
1294634818374950912,66,True,True,False,No comments.,Erica49364723,4,False,2,False,False,False,0
1262360164964937728,67,True,True,False,No comments.,blackie_bea,2,True,3,True,True,True,13
1272910152350535692,68,True,True,False,No comments.,sharonka3,4,True,2,False,False,False,13
1259405806287695873,69,True,True,False,No comments.,fxnkls,4,False,2,False,False,False,2
1266958865310105603,70,True,True,False,No comments.,TamaleDude,2,True,3,True,False,False,13
1285018964561625090,71,True,True,False,No comments.,gettheblackmind,4,True,2,False,False,False,13
1282062475995693056,72,True,True,False,"More or less calls out a form of ""muslim supremacy""",objectsmith,2,True,3,True,False,False,13
1256578577367281666,73,False,True,False,No comments.,soccerdawgz,3,False,3,False,False,False,13
1281332591178678272,74,True,True,False,No comments.,NikiMil85915241,2,True,3,True,True,False,13
1292935228491730945,75,True,True,False,No comments.,RavinderKITaylo,2,True,3,True,True,True,13
1269415974563913729,76,True,True,False,No comments.,Cyberdogsc,2,True,3,True,True,True,13
1292094872443289600,77,True,True,False,Tweet just showing pictures,tamazightspirit,2,True,3,False,False,False,13
1296617917820350464,78,True,True,False,Calling out antisemitism for something that is trying to prove it is not antisemitism??,jsftennis,2,True,3,True,True,False,13
1276582982413946880,79,True,True,False,Saying this person does not trust something because it is written by Jews.,Miso58956428,4,True,2,False,False,False,13
1274310552161079297,80,True,True,False,No comments.,TheantiantiZio1,2,True,3,True,True,False,13
1276288928455233543,81,True,True,False,No comments.,EHourizadeh,2,False,3,False,False,True,10
1274411559654174726,82,True,True,False,No comments.,Ibutterfly34,4,False,2,False,False,False,0
1287845292117819399,83,False,True,False,No comments.,CommissionerRe3,3,False,3,False,False,False,13
1266697691859349509,84,False,True,False,No comments.,tweet4luke,3,False,3,False,False,False,13
1276952449727807495,85,True,True,True,No comments.,rockwell_jb,2,True,3,False,False,False,13
1283582339935875072,86,True,True,False,No comments.,Who_Is_ThisDave,2,True,3,True,True,False,13
1284198606082203648,87,True,True,False,No comments.,J_MacLugash,4,False,2,False,False,False,2
1272670038101766144,88,True,True,False,No comments.,HenrikTke,2,True,3,True,False,False,13
1272696663119986690,89,True,True,False,No comments.,brianwinstead95,2,True,3,True,True,False,13
1299205259559088128,90,True,True,False,"The first tweet, made by one of my former high school class mates, is making a comment on how it is important to hear both sides. This comment has nothing to do with it and is using an excuse to blame others under false allegations.",BobBrow80605623,4,True,2,False,False,False,13
1299495412294979587,91,False,True,False,No comments.,ManOwlBear,3,False,3,False,False,False,13
1267916279773626371,92,False,True,False,No comments.,Shaungillen6,3,False,3,False,False,False,13
1273059259002036224,93,True,True,False,No comments.,joewbell,2,True,3,False,False,False,13
1289353586472706049,94,True,True,False,Discusses how they think the jews were saved,yamanekofuku,2,True,3,False,False,False,13
1300232452829376514,95,True,True,False,No comments.,znounouSince95,2,True,3,True,True,False,13
1287630007313895426,96,True,True,False,No comments.,PeterCorless,2,True,3,True,True,True,13
1285759589741481984,97,False,True,False,No comments.,GearHeadAnikiV2,3,False,3,False,False,False,13
1274144776661561344,98,True,True,False,"Again, another comment made by a former classmate of mine, he is calling out someone for a term used by neo-Nazis",BlakeFlayton,4,True,3,True,True,False,13
1274962235719397376,99,True,True,False,Portrays multiple Jewish viewpoints,DiscoverThee,2,True,3,False,False,False,13
1272781749207076864,100,True,True,False,No comments.,ronny_willborn,2,True,3,False,False,False,13
1283922621722234881,101,True,True,False,Calls out the double standards of TV networks,SydniElon,2,True,3,True,True,False,13
1283401552032456705,102,True,True,False,No comments.,thaatDogFather,2,False,2,True,True,True,10
1258481236986802176,103,True,True,False,Just a tweet explaining the Holocaust,erbacher5,1,True,3,False,False,True,13
1265628129692876802,104,False,True,False,No comments.,Jay_Ghouligan,3,False,3,False,False,False,13
1274189315648651264,105,True,True,True,No comments.,S3vD3v,2,True,3,True,False,False,13
1283472208824864768,106,True,True,False,"The words within the tweet are not anti semitic but, it is providing a picture that is, which makes it a way of calling out anti semitism",Melrpell,2,False,2,True,True,False,0
1283425542604304385,107,False,True,False,No comments.,kreitzer0,3,False,3,False,False,False,13
1286752764845006859,108,False,True,False,No longer has picture attachment to understand the meaning of tweet,TzedekiYah,3,False,3,False,False,False,13
1268162373036236811,109,True,True,False,No comments.,RickLeppert,2,True,3,True,True,False,13
