ID,Sample ID,Still Exists,In English,Sarcasm,Additional Comments,User,Antisemitism Rating,Disagree With,Sentiment Rating,Calling Out,Calling Out Specific,Is About The Holocaust,IHRA Section
1277275915299573763,1,True,True,True,No comments.,knish758,4,False,2,False,False,False,1
1298313036743290881,2,True,True,False,No comments.,Ibutterfly34,3,False,3,True,True,False,9
1283965119240851463,3,True,True,False,No comments.,KattTrotter,4,False,2,False,False,False,4
1268568606880587778,4,True,True,False,No comments.,sayamenswift,5,False,2,False,False,False,1
1269729597383421954,5,True,True,False,No comments.,BetigulCeylan,1,False,5,False,False,False,13
1282814830978760705,6,True,True,True,No comments.,mayhaps_so,3,False,1,True,True,False,0
1293619134077566977,7,True,True,False,No comments.,Sudharshan32,4,False,2,False,False,False,2
1278413185196965889,8,True,True,True,No comments.,Howard_Lovy,4,False,2,True,True,False,13
1272112826887200771,9,False,True,False,No comments.,MdPuput,3,False,3,False,False,False,13
1286668048288624642,10,False,True,False,No comments.,EddieHenryJames,3,False,3,False,False,False,13
1291115457970405386,11,True,True,False,No comments.,C_plus_pianist,2,False,3,False,False,False,13
1282283832905994240,12,True,True,False,No comments.,Tuckerfan3,5,False,1,False,False,False,7
1297626770154242051,13,False,True,False,No comments.,ChuckMaultsby,3,False,3,False,False,False,13
1300022096064520193,14,True,True,False,No comments.,BareMocking,4,False,2,False,False,False,2
1297584818729844741,15,True,True,False,No comments.,anarchocopium,2,False,2,True,True,False,13
1275352186885562370,16,True,True,False,No comments.,daringdrongo,3,False,3,True,False,False,1
1263582563437690888,17,True,True,False,No comments.,BlackCheesebur1,5,False,1,True,True,True,2
1292505179363909634,18,True,True,False,No comments.,littledumb1diot,4,False,3,True,True,True,0
1286059956836343809,19,True,True,False,No comments.,MargueriteGyatt,4,False,1,True,True,False,9
1296858111521648640,20,True,True,False,No comments.,func_wall,5,False,1,False,False,False,11
1271107064673169408,21,True,True,False,No comments.,n00b_F26,2,False,3,True,True,True,13
1279045977064833025,22,True,True,False,No comments.,Brittany3l,5,False,2,True,True,False,9
1270063227842461698,23,False,True,False,No comments.,jlocklar,3,False,3,False,False,False,13
1298092209581899777,24,True,True,False,No comments.,RMCpost,3,False,3,False,False,True,13
1286321412974706688,25,True,True,False,No comments.,Skeletonbits,4,False,1,False,False,False,3
1278584820839448577,26,False,True,False,No comments.,biy2c,3,False,3,True,True,False,13
1276908252274581506,27,True,True,False,No comments.,earoy12,3,False,3,True,True,False,13
1270848577355616256,28,False,True,False,No comments.,CyberK101,3,False,3,False,False,False,13
1277557030140641281,29,True,True,False,No comments.,melaniekmelvin,3,False,3,True,True,False,11
1284502280817897473,30,True,True,False,No comments.,LIGHTHOUSER5,5,False,1,False,False,False,7
1286786961542455298,31,True,True,False,No comments.,joseph_gellman,3,False,3,True,True,False,13
1268851181767454721,32,True,True,False,No comments.,rat_59,3,False,2,False,False,True,13
1272921265586737152,33,False,True,False,No comments.,RachGary01,3,False,3,False,False,False,13
1272897280853630979,34,True,True,True,No comments.,jtf18james,4,False,1,False,False,False,9
1281181027478597634,35,True,True,False,No comments.,Ch_Rahul29,4,False,3,True,True,False,9
1291416524264222721,36,True,True,False,No comments.,AbsonJill,3,False,5,False,False,False,13
1287492121667211264,37,False,True,False,No comments.,katkin72,3,False,3,False,False,False,13
1266972453588340741,38,False,True,False,No comments.,waynepayn3,3,False,3,False,False,False,13
1256408042444390405,39,True,True,False,No comments.,coopertrooper_,3,False,3,True,True,False,13
1280329149689630722,40,False,True,False,No comments.,4NoARuin,3,False,3,False,False,False,13
1267810908815757314,41,True,True,False,No comments.,jephillel,2,False,5,False,False,False,13
1280582887037898757,42,True,True,False,No comments.,ForMedicare4all,5,False,3,True,True,False,7
1287619873015701504,43,True,True,False,No comments.,COLO_Native,3,False,3,True,True,True,9
1263521952364474368,44,True,True,False,No comments.,VikasBh12390011,2,False,3,False,False,False,13
1260223455749955587,45,True,True,False,No comments.,MPRnews,4,False,3,True,True,False,9
1266776541427630087,46,True,True,False,No comments.,Caren329,4,False,2,True,True,False,9
1267122652939943937,47,True,True,False,No comments.,AGHamilton29,3,False,3,True,True,False,13
1290959910138609664,48,True,True,False,No comments.,Busylunchwfrog,2,False,3,True,True,True,13
1272690549494091783,49,True,True,False,No comments.,practicedclown,5,False,3,True,True,False,9
1270230159426310147,50,True,True,False,No comments.,huntedviva,5,False,1,False,False,False,2
1273498575461285893,51,True,True,False,No comments.,CoreDeplorable,2,False,3,True,True,False,13
1269813578653204481,52,False,True,False,No comments.,RealMexiNiggy,3,False,3,False,False,False,13
1288580413925896192,53,True,True,False,No comments.,dingos1946,5,False,1,False,False,False,11
1264018324335321090,54,True,True,False,No comments.,DreamWeaver61,5,False,3,True,True,False,9
1287777993235079172,55,True,True,False,No comments.,DashDanger_,3,False,3,False,False,False,13
1297936963954188288,56,True,True,False,No comments.,Angus2442,4,False,3,False,False,True,4
1272251124435890176,57,True,True,False,No comments.,JoyOnyejekwe4,4,False,2,True,True,False,0
1287529991589318657,58,True,True,False,No comments.,JustwritingOk,3,False,3,True,True,False,13
1277748745069887489,59,True,True,True,No comments.,ADUK2019,3,False,3,False,True,False,0
