ID,Sample ID,Still Exists,In English,Sarcasm,Additional Comments,User,Antisemitism Rating,Disagree With,Sentiment Rating,Calling Out,Is About The Holocaust,IHRA Section
1277275915299573763,1,True,True,False,No comments.,knish758,2,False,3,False,False,13
1298313036743290881,2,True,True,False,critizising an anti-Israel print on a shirt,Ibutterfly34,1,False,3,True,True,13
1283965119240851463,3,True,True,False,No comments.,KattTrotter,2,False,3,True,True,13
1268568606880587778,4,True,True,False,No comments.,sayamenswift,1,False,3,False,False,13
1269729597383421954,5,True,True,False,No comments.,BetigulCeylan,1,False,3,False,False,13
1282814830978760705,6,True,True,True,No comments.,mayhaps_so,2,False,3,True,False,13
1293619134077566977,7,True,True,False,No comments.,Sudharshan32,2,False,3,False,False,13
1278413185196965889,8,True,True,False,No comments.,Howard_Lovy,2,False,3,False,False,13
1272112826887200771,9,False,True,False,No comments.,MdPuput,3,False,3,False,False,13
1286668048288624642,10,False,True,False,No comments.,EddieHenryJames,3,False,3,False,False,13
1291115457970405386,11,False,True,False,No comments.,C_plus_pianist,3,False,3,False,False,13
1282283832905994240,12,True,True,False,"response to a deleted tweet, thus sentiment not clear",Tuckerfan3,3,False,3,False,False,13
1297626770154242051,13,False,True,False,No comments.,ChuckMaultsby,3,False,3,False,False,13
1300022096064520193,14,True,True,False,"Using the trope of ""Europeanness"" to argue against the legitimacy of the state of Israel",BareMocking,4,False,2,False,False,13
1297584818729844741,15,True,True,False,No comments.,anarchocopium,2,False,3,False,False,13
1275352186885562370,16,True,True,False,No comments.,daringdrongo,2,False,4,True,False,13
1263582563437690888,17,True,True,False,No comments.,BlackCheesebur1,2,False,3,True,True,13
1292505179363909634,18,True,True,False,No comments.,littledumb1diot,1,False,3,False,False,13
1286059956836343809,19,True,True,False,No comments.,MargueriteGyatt,2,False,3,False,False,13
1296858111521648640,20,True,True,True,No comments.,func_wall,2,False,3,False,False,13
1271107064673169408,21,True,True,False,No comments.,n00b_F26,2,False,3,False,True,13
1279045977064833025,22,True,True,False,No comments.,Brittany3l,2,False,3,True,False,13
1270063227842461698,23,True,True,False,No comments.,jlocklar,2,False,3,True,False,13
1298092209581899777,24,True,True,False,No comments.,RMCpost,2,False,3,False,False,13
1286321412974706688,25,True,True,False,No comments.,Skeletonbits,2,False,3,False,False,13
1278584820839448577,26,True,True,False,No comments.,biy2c,2,False,3,False,True,13
1276908252274581506,27,True,True,False,No comments.,earoy12,2,False,3,True,False,13
1270848577355616256,28,False,True,False,No comments.,CyberK101,3,False,3,False,False,13
1277557030140641281,29,True,True,False,No comments.,melaniekmelvin,2,False,3,False,False,13
1284502280817897473,30,True,True,False,No comments.,LIGHTHOUSER5,2,False,3,False,False,13
1286786961542455298,31,True,True,False,No comments.,joseph_gellman,1,False,3,True,False,13
1268851181767454721,32,True,True,False,No comments.,rat_59,2,False,3,False,True,13
1272921265586737152,33,False,True,False,No comments.,RachGary01,3,False,3,False,False,13
1272897280853630979,34,True,True,False,No comments.,jtf18james,2,False,3,False,False,13
1281181027478597634,35,True,True,False,No comments.,Ch_Rahul29,2,False,4,True,False,13
1291416524264222721,36,True,True,False,No comments.,AbsonJill,2,False,3,False,False,13
1287492121667211264,37,False,True,False,No comments.,katkin72,3,False,3,False,False,13
1266972453588340741,38,False,True,False,No comments.,waynepayn3,3,False,3,False,False,13
1256408042444390405,39,True,True,False,No comments.,coopertrooper_,2,False,3,True,False,13
1280329149689630722,40,False,True,False,No comments.,4NoARuin,3,False,3,False,False,13
1267810908815757314,41,True,True,False,No comments.,jephillel,2,False,3,False,False,13
1280582887037898757,42,True,True,False,No comments.,ForMedicare4all,2,False,3,False,False,13
1287619873015701504,43,True,True,False,No comments.,COLO_Native,1,False,4,True,False,13
1263521952364474368,44,True,True,False,No comments.,VikasBh12390011,2,False,3,False,False,13
1260223455749955587,45,True,True,False,No comments.,MPRnews,1,False,3,True,False,13
1266776541427630087,46,True,True,False,No comments.,Caren329,2,False,3,True,False,13
1267122652939943937,47,True,True,False,No comments.,AGHamilton29,2,False,3,False,False,13
1290959910138609664,48,True,True,False,No comments.,Busylunchwfrog,2,False,3,True,True,13
1272690549494091783,49,True,True,False,No comments.,practicedclown,2,False,3,True,False,13
1270230159426310147,50,True,True,False,No comments.,huntedviva,4,False,2,False,False,6
1273498575461285893,51,True,True,False,calling out de Blasio,CoreDeplorable,2,False,3,False,False,13
1269813578653204481,52,False,True,False,No comments.,RealMexiNiggy,3,False,3,False,False,13
1288580413925896192,53,True,True,False,No comments.,dingos1946,4,False,2,False,False,7
1264018324335321090,54,True,True,False,No comments.,DreamWeaver61,2,False,3,False,False,13
1287777993235079172,55,True,True,False,No comments.,DashDanger_,1,False,3,False,True,13
1297936963954188288,56,True,True,False,No comments.,Angus2442,2,False,3,False,False,13
1272251124435890176,57,True,True,False,No comments.,JoyOnyejekwe4,2,False,3,True,False,13
1287529991589318657,58,True,True,False,No comments.,JustwritingOk,2,False,3,True,False,13
1277748745069887489,59,True,True,False,No comments.,ADUK2019,2,False,3,False,False,13
1268932963561025546,60,False,True,False,No comments.,ClubKma,3,False,3,False,False,13
1261266592907718656,61,True,True,False,No comments.,dendanda_,1,False,3,False,False,13
1297289796851625984,62,True,True,False,No comments.,catrinawilamina,2,False,3,True,False,13
1290701697011130369,63,True,True,False,No comments.,littlestgremlin,2,False,3,True,False,13
1268677561892003841,64,False,True,False,No comments.,divr63,3,False,3,False,False,13
1264905733788717056,65,True,True,False,No comments.,Siddhan54984897,2,False,3,False,False,13
1294634818374950912,66,True,True,False,No comments.,Erica49364723,4,False,2,False,False,9
1262360164964937728,67,True,True,False,No comments.,blackie_bea,2,False,3,True,True,13
1272910152350535692,68,True,True,False,No comments.,sharonka3,4,False,2,False,False,6
1259405806287695873,69,True,True,False,No comments.,fxnkls,2,False,3,True,False,13
1266958865310105603,70,True,True,False,No comments.,TamaleDude,2,False,3,True,False,13
1285018964561625090,71,True,True,False,No comments.,gettheblackmind,2,False,3,True,False,13
1282062475995693056,72,True,True,False,No comments.,objectsmith,2,False,3,True,False,13
1256578577367281666,73,True,True,False,No comments.,soccerdawgz,2,False,3,True,False,13
1281332591178678272,74,True,True,False,No comments.,NikiMil85915241,2,False,3,True,False,13
1292935228491730945,75,True,True,False,No comments.,RavinderKITaylo,2,False,3,True,False,13
1269415974563913729,76,True,True,False,No comments.,Cyberdogsc,2,False,3,True,True,13
1292094872443289600,77,True,True,False,No comments.,tamazightspirit,1,False,4,False,False,13
1296617917820350464,78,True,True,False,No comments.,jsftennis,2,False,3,True,False,13
1276582982413946880,79,True,True,False,tweet partly in Xhosa/ Zulu (?),Miso58956428,3,False,3,False,False,13
1274310552161079297,80,True,True,False,No comments.,TheantiantiZio1,2,False,3,True,False,13
1276288928455233543,81,True,True,False,No comments.,EHourizadeh,2,False,3,True,False,13
1274411559654174726,82,True,True,False,No comments.,Ibutterfly34,2,False,3,True,False,13
1287845292117819399,83,False,True,False,No comments.,CommissionerRe3,3,False,3,False,False,13
1266697691859349509,84,False,True,False,No comments.,tweet4luke,3,False,3,False,False,13
1276952449727807495,85,True,True,True,No comments.,rockwell_jb,2,False,3,False,False,13
1283582339935875072,86,True,True,False,No comments.,Who_Is_ThisDave,3,False,3,True,False,13
1284198606082203648,87,True,True,False,No comments.,J_MacLugash,4,False,3,False,False,6
1272670038101766144,88,True,True,False,No comments.,HenrikTke,2,False,3,False,False,13
1272696663119986690,89,True,True,False,No comments.,brianwinstead95,2,False,3,True,False,13
1299205259559088128,90,True,True,False,No comments.,BobBrow80605623,2,False,3,True,False,13
1299495412294979587,91,True,True,False,No comments.,ManOwlBear,2,False,3,True,False,13
1267916279773626371,92,False,True,False,No comments.,Shaungillen6,3,False,3,False,False,13
1273059259002036224,93,True,True,False,No comments.,joewbell,2,False,3,False,False,13
1289353586472706049,94,True,True,False,No comments.,yamanekofuku,2,False,3,False,True,13
1300232452829376514,95,True,True,False,calling out Trump,znounouSince95,1,False,3,False,False,13
1287630007313895426,96,True,True,False,No comments.,PeterCorless,1,False,3,True,False,13
1285759589741481984,97,False,True,False,No comments.,GearHeadAnikiV2,3,False,3,False,False,13
1274144776661561344,98,True,True,False,No comments.,BlakeFlayton,1,False,3,True,False,13
1274962235719397376,99,True,True,False,No comments.,DiscoverThee,3,False,3,False,False,13
1272781749207076864,100,True,True,False,No comments.,ronny_willborn,2,False,3,False,False,13
1283922621722234881,101,True,True,False,No comments.,SydniElon,2,False,3,False,False,13
1283401552032456705,102,True,True,False,No comments.,thaatDogFather,2,False,3,True,False,13
1258481236986802176,103,True,True,False,No comments.,erbacher5,1,False,4,False,True,13
1265628129692876802,104,True,True,False,No comments.,Jay_Ghouligan,1,False,4,False,False,13
1274189315648651264,105,True,True,False,No comments.,S3vD3v,2,False,3,False,False,13
1283472208824864768,106,True,True,False,No comments.,Melrpell,2,False,3,True,False,13
1283425542604304385,107,False,True,False,No comments.,kreitzer0,3,False,3,False,False,13
1286752764845006859,108,True,True,False,No comments.,TzedekiYah,2,False,3,False,False,13
1268162373036236811,109,True,True,False,No comments.,RickLeppert,2,False,3,True,False,13
1283422598613868546,110,True,True,False,No comments.,kennywolf9,2,False,3,True,False,13
1284036410681569281,111,True,True,False,No comments.,acnhjakie,2,False,3,True,False,13
1285988030826917891,112,False,True,False,No comments.,reallybigperson,3,False,3,False,False,13
1263188022868111363,113,False,True,False,No comments.,DanicaTeeple,3,False,3,False,False,13
1271647814901043200,114,False,True,False,No comments.,FBoombalatty,3,False,3,False,False,13
1288378572281970688,115,True,True,False,No comments.,LehiRed,2,False,3,True,False,13
1273487134750584832,116,True,True,False,No comments.,GnasherJew,2,False,3,True,False,13
1274382276730802176,117,True,True,False,No comments.,smellyhorsegirl,2,False,3,False,True,13
1297860677680472064,118,True,True,False,No comments.,whatsthatsophie,1,False,3,True,False,13
1287465890057986053,119,True,True,False,No comments.,Pablo45911752,2,False,3,True,False,13
1269405537898319872,120,False,True,False,No comments.,JonathanNightf2,3,False,3,False,False,13
1271071458379419653,121,True,True,False,No comments.,JUNIUS_64,1,False,4,True,False,13
1297653199596208128,122,True,True,False,No comments.,A_Rosie_Life,2,False,3,True,False,13
1284607661477105666,123,True,True,False,No comments.,Eyal89856202,2,False,4,False,False,13
1272299066999832579,124,True,True,False,No comments.,TheMogs,2,False,3,False,False,13
1285935083577171969,125,True,True,False,No comments.,ankitbhadu7,2,False,3,False,True,13
1259638637123317763,126,True,True,True,No comments.,JahFurry,2,False,3,False,False,13
1271516804125462535,127,True,True,False,No comments.,Nathan33405347,2,False,3,False,False,13
1299418763083894790,128,True,True,False,No comments.,bcoop_az,1,False,4,False,False,13
1272230064424456197,129,True,True,False,No comments.,flawsey_,1,False,4,True,False,13
1272687612646486016,130,True,True,False,No comments.,CherylN70711732,1,False,4,True,False,13
1293042902562754560,131,True,True,False,No comments.,davidgraeber,2,False,3,True,False,13
1272754588987375616,132,True,True,False,No comments.,denisejeffcoat9,2,False,3,False,False,13
1283420036321992704,133,True,True,False,No comments.,steppen_Wolfe,2,False,3,False,False,13
1267843454509486080,134,True,True,False,No comments.,dklompsma,2,False,3,True,False,13
1281759425359798272,135,True,True,False,No comments.,searchfeast,2,False,3,True,False,13
1296471957060411394,136,True,True,False,No comments.,dorregaray_pepe,4,False,3,False,False,0
1270552582709293056,137,True,True,False,No comments.,Dirtymax388,2,False,3,False,False,13
1298658674664243200,138,True,True,False,No comments.,MRDIRK49,2,False,3,False,False,13
1288520959666814982,139,True,True,False,No comments.,bamnana2020,2,False,3,False,True,13
1287441670028562432,140,False,True,False,No comments.,terikaysmith56,3,False,3,False,False,13
1264036904271577088,141,True,True,False,No comments.,srk1959,2,False,3,False,False,13
1284926254093864960,142,True,True,False,No comments.,EPICFEMINIST69,2,False,3,False,False,13
1289309545437618177,143,False,True,False,No comments.,Racharley77,3,False,3,False,False,13
1291493853825052675,144,False,True,False,No comments.,GodSaid640x480,3,False,3,False,False,13
1296085058508468225,145,True,True,False,No comments.,moam95,4,False,2,False,False,7
1295983459672834051,146,True,True,False,No comments.,_samisaviv,2,False,3,True,False,13
1279457542272356352,147,True,True,False,No comments.,BruhThahLu,2,False,3,False,False,13
1281560606982590465,148,True,True,False,No comments.,DawnBuc72103554,4,False,3,False,False,0
1298431700716924929,149,False,True,False,No comments.,TheOmen1976,3,False,3,False,False,13
1277768331190247426,150,True,True,False,No comments.,LisalOpaL,2,False,3,True,True,13
1270896228776194057,151,True,True,False,No comments.,bandido530,2,False,3,False,False,13
1300540769153945600,152,False,True,False,No comments.,weibeengelxo,3,False,3,False,False,13
1298821532781670402,153,True,True,False,No comments.,Patriot59821291,2,False,3,False,False,13
1300061676042031104,154,True,True,False,No comments.,karhashofficial,4,False,2,False,False,6
1294979308751130624,155,True,True,False,No comments.,DenbrotS,2,False,3,True,False,13
1271547389027942400,156,True,True,False,No comments.,theniyi,2,False,3,False,False,13
1270211564004536325,157,True,True,False,No comments.,beReal_pdx,1,False,3,False,False,13
1289095456027545600,158,True,True,False,No comments.,Debmickelson116,2,False,3,True,False,13
1284942972560330759,159,True,True,False,No comments.,aquamarina24,2,False,3,False,False,13
1294570050331049984,160,True,True,False,No comments.,SamiInt1970,2,False,4,False,False,13
1271653456248557569,161,True,True,False,No comments.,HAVUGIYAREMYEV3,3,False,3,False,False,13
1272639914597928961,162,True,True,False,No comments.,GroyperRevival,4,False,2,False,False,0
1267125562457247745,163,True,True,False,No comments.,soldivi1,1,False,4,False,False,13
1263859669753384962,164,True,True,False,No comments.,davidpoms,2,False,3,True,False,13
1281465602536869888,165,True,True,False,No comments.,laitman,2,False,3,True,False,13
1272732056741711872,166,True,True,False,No comments.,Patriciapenich7,2,False,3,False,False,13
1279504899731009538,167,False,True,False,No comments.,Khaybari628,3,False,3,False,False,13
1283701669990223874,168,True,True,False,No comments.,RozennRolland,1,False,4,False,True,13
1270148378903613445,169,True,True,False,No comments.,JanvierNoir,2,False,3,False,False,13
1283805617845686273,170,True,True,False,No comments.,CarlyleLatonya,2,False,3,False,False,13
1260563256336359425,171,True,True,False,No comments.,civilrightsorg,2,False,3,False,False,13
1299935651069128704,172,True,True,False,No comments.,JackBentonSr,2,False,3,False,False,13
1293242128651304960,173,True,True,False,No comments.,FiddyTrunk,2,False,3,True,False,13
1279591283112189953,174,True,True,False,No comments.,Comanche980x,2,False,3,False,False,13
1271494331896135682,175,True,True,False,No comments.,StrongerUnited1,2,False,3,False,False,13
1280177213120352258,176,False,True,False,No comments.,NathCFC1986,3,False,3,False,False,13
1259978158075531267,177,True,True,False,No comments.,jm44dog,1,False,4,False,True,13
1266702152099078145,178,True,True,False,No comments.,Nick_Vlass,2,False,3,False,False,13
1294669699859582982,179,True,True,False,No comments.,ronthorp,5,False,2,False,False,7
1299788907022876672,180,True,True,False,No comments.,saeedlodhi,2,False,3,False,False,13
1284939944687960064,181,True,True,False,No comments.,DorotaPodlesna,2,False,3,False,False,13
1298431587491536896,182,True,True,False,No comments.,SSBazinet,2,False,3,False,False,13
1261711866906193920,183,True,True,False,No comments.,uberporridge,2,False,4,False,False,13
1284525701383757825,184,True,True,False,No comments.,SwankFinnese,2,False,3,False,False,13
1277709760679329796,185,True,True,False,No comments.,howardlewkowit1,2,False,3,False,False,13
1260980354707599368,186,True,True,False,No comments.,bindawa_peace,2,False,3,False,False,13
1283842066749853697,187,False,True,False,No comments.,factsonly123,3,False,3,False,False,13
1273422971445473280,188,False,True,False,No comments.,Crashing00,3,False,3,False,False,13
1297999885392736258,189,True,True,False,No comments.,shandym,2,False,3,False,False,13
1277454918152933378,190,True,True,False,No comments.,jimkcolo1,2,False,4,False,True,13
1264135802193403904,191,False,True,False,No comments.,SerenaJB3,3,False,3,False,False,13
1261013180995829766,192,True,True,False,No comments.,BudierReeham,4,False,2,False,False,7
1263174147250806784,193,False,True,False,No comments.,Raheem32762637,3,False,3,False,False,13
1276399315888607232,194,True,True,False,No comments.,willshome,2,False,3,False,False,13
1277434030070390786,195,True,True,False,No comments.,Barbara30266155,2,False,3,False,False,13
1283368656521568257,196,True,True,False,No comments.,LightFighter91B,2,False,3,False,False,13
1281410651391434752,197,True,True,False,No comments.,haileuropa9,4,False,2,False,False,3
1280507640393666566,198,True,True,False,No comments.,TheMostEerned,4,False,2,False,False,0
