ID,Sample ID,Still Exists,In English,Sarcasm,Additional Comments,User,Antisemitism Rating,Disagree With,Sentiment Rating,Calling Out,Is About the Holocaust,IHRA Section
1104785684232105985,1,True,True,False,could be seen as calling out bigotry against Jews but it's calling out bigotry also against nuns and the Amish,itsspitzmesser1,1,False,3,False,False,13
1164016760753938433,2,True,True,False,No comments.,grammycam,1,False,3,True,False,13
1177557731462516736,3,True,True,False,could be seen as calling out antisemitism but does not call out anything specific,brimoboy,1,False,4,False,False,13
1112366100065517568,4,True,True,False,frequently tweets antisemitic posts about Israel,CollectivzdPaki,4,False,2,False,False,10
1165256527793360896,5,False,True,False,No comments.,Sal_Robins,3,False,3,False,False,13
1132652292304457729,6,True,True,False,No comments.,irishzionist,1,False,3,True,False,13
1152799340886417408,7,True,True,True,No comments.,ACEVAMPS,1,False,3,False,False,13
1117440396433354752,8,True,True,False,No comments.,JasonJkresge101,1,False,3,True,False,13
1203248600958062594,9,True,True,False,No comments.,MuslimMatters,1,False,3,False,True,13
1180278532007747584,10,False,True,False,No comments.,mrepaige,3,False,3,False,False,13
1103670187918835718,11,True,True,False,blood libel in caricature by Latuff,Ian56789,5,False,1,False,False,9
1180419786133704704,12,True,True,False,in memory of Cable Street,Marissa_C_Ryan,1,False,4,False,False,13
1132361778053156864,13,True,True,False,No comments.,KLE1967,1,False,3,True,False,13
1192126138073657344,14,True,True,False,about racism.,IsaaCarlitos,1,False,3,False,False,13
1082748559345270785,15,False,True,False,No comments.,mikachu6000,3,False,3,False,False,13
1124398506867736576,16,True,True,False,about Trump not being antisemitic,Rick_Ingersoll,1,False,3,False,False,13
1177060141889441793,17,True,True,False,calling out antisemitism by Luther,EstherOfReilly,1,False,3,True,False,13
1123787141740421120,18,True,True,False,No comments.,AdriennePalinko,1,False,5,False,False,13
1163919300635348992,19,True,True,False,No comments.,Robirdie23,1,False,3,True,False,13
1086083179927072770,20,True,True,False,No comments.,pratapsodhia,1,False,3,False,True,13
1116365496985837570,21,True,True,True,No comments.,TheWeilerSide,1,False,3,True,True,13
1128711024780238851,22,True,True,False,No comments.,amdorgan,1,False,3,False,False,13
1164142901942784000,23,True,True,False,No comments.,Decker62S,1,False,3,True,False,13
1153388586919763968,24,False,True,False,No comments.,yanaranx,3,False,3,False,False,13
1145056467835207682,25,False,True,False,No comments.,PaulConroy,3,False,3,False,False,13
1095045656803139584,26,True,True,False,"""True Torah Jews"" supporting Corbyn",gabhiyae,1,False,3,False,False,13
1103362270833360897,27,True,True,False,denial of antisemitism and link to a website that often publishes anti-Zionist antisemitic articles (middleeastmonitor),DailyRound,1,True,3,False,False,13
1196176714159796224,28,True,True,False,No comments.,envrv1,1,False,3,True,False,13
1211294790580613120,29,False,True,False,No comments.,wallybert,3,False,3,False,False,13
1103688981038985217,30,True,True,False,No comments.,DeborahDiltz,1,False,3,True,False,13
1109170436078817282,31,True,True,False,No comments.,LizEady1,1,False,3,True,False,13
1189147053693255680,32,True,True,False,acc.: Jews prominent in slave trade + Jews do anything if they are paid for it,C_Rich75,5,False,1,False,True,2
1179108593364193280,33,True,True,False,No comments.,JulietMosesNZ,1,False,3,True,False,13
1174749164711948289,34,True,True,False,No comments.,TamarWrites,1,False,3,True,False,13
1163454205190787073,35,False,True,False,No comments.,fergiedurgish,3,False,3,False,False,13
1164563408143863808,36,True,True,False,No comments.,IsraelNewsLinks,1,False,4,False,False,13
1204606487999340544,37,False,True,False,No comments.,shaysphere_,3,False,3,False,False,13
1086157625463496705,38,True,True,False,No comments.,extoflove,5,False,2,False,False,2
1184284050833444864,39,True,True,False,No comments.,DNy1818,1,False,3,False,False,13
1106877920528793601,40,True,True,False,"""the Jews"" kill ""the Muslims"" in Palestine because the use generalizes ""I'm a Muslim and get killed in all these places""",AbdulKabir_88,5,False,2,False,False,11
